01057,Fayette,AL,01057,78.0,rural,2006
01059,Franklin,AL,01059,160.3,rural,2006
49041,Sevier,UT,49041,125.0,rural,2006
36017,Chenango,NY,36017,64.8,rural,2006
37019,Brunswick,NC,37019,116.7,rural,2006
13199,Meriwether,GA,13199,47.2,rural,2006
36013,Chautauqua,NY,36013,79.9,rural,2006
36011,Cayuga,NY,36011,32.0,rural,2006
13193,Macon,GA,13193,62.8,rural,2006
37011,Avery,NC,37011,118.1,rural,2006
13191,McIntosh,GA,13191,73.7,rural,2006
37013,Beaufort,NC,37013,109.2,rural,2006
13197,Marion,GA,13197,0.0,rural,2006
37015,Bertie,NC,37015,50.5,rural,2006
13195,Madison,GA,13195,90.5,rural,2006
37017,Bladen,NC,37017,104.9,rural,2006
48311,McMullen,TX,48311,0.0,rural,2006
48313,Madison,TX,48313,94.4,rural,2006
48315,Marion,TX,48315,0.0,rural,2006
48317,Martin,TX,48317,0.0,rural,2006
48319,Mason,TX,48319,0.0,rural,2006
48139,Ellis,TX,48139,72.3,rural,2006
48429,Stephens,TX,48429,105.0,rural,2006
48131,Duval,TX,48131,13.9,rural,2006
48133,Eastland,TX,48133,118.0,rural,2006
48135,Ector,TX,48135,80.2,urban,2006
48137,Edwards,TX,48137,0.0,rural,2006
47175,Van Buren,TN,47175,0.0,rural,2006
13067,Cobb,GA,13067,74.9,rural,2006
36075,Oswego,NY,36075,35.8,rural,2006
13065,Clinch,GA,13065,114.7,rural,2006
13063,Clayton,GA,13063,52.1,rural,2006
55011,Buffalo,WI,55011,26.8,rural,2006
13061,Clay,GA,13061,108.6,rural,2006
47177,Warren,TN,47177,137.7,rural,2006
47069,Hardeman,TN,47069,74.7,rural,2006
13069,Coffee,GA,13069,145.7,rural,2006
13265,Taliaferro,GA,13265,0.0,rural,2006
13267,Tattnall,GA,13267,61.3,rural,2006
13261,Sumter,GA,13261,94.2,rural,2006
13263,Talbot,GA,13263,0.0,rural,2006
13269,Taylor,GA,13269,0.0,rural,2006
42055,Franklin,PA,42055,58.7,rural,2006
45089,Williamsburg,SC,45089,75.4,rural,2006
40089,McCurtain,OK,40089,104.9,rural,2006
48047,Brooks,TX,48047,59.7,rural,2006
48217,Hill,TX,48217,94.2,rural,2006
48041,Brazos,TX,48041,58.2,urban,2006
48043,Brewster,TX,48043,84.4,rural,2006
40081,Lincoln,OK,40081,15.2,rural,2006
26153,Schoolcraft,MI,26153,114.1,rural,2006
40083,Logan,OK,40083,48.4,rural,2006
40085,Love,OK,40085,95.4,rural,2006
40087,McClain,OK,40087,53.6,rural,2006
20065,Graham,KS,20065,134.1,rural,2006
37161,Rutherford,NC,37161,90.7,rural,2006
20067,Grant,KS,20067,0.0,rural,2006
37163,Sampson,NC,37163,84.1,rural,2006
20061,Geary,KS,20061,53.0,rural,2006
37165,Scotland,NC,37165,103.5,rural,2006
20063,Gove,KS,20063,0.0,rural,2006
37167,Stanly,NC,37167,107.3,rural,2006
37169,Stokes,NC,37169,76.5,rural,2006
20069,Gray,KS,20069,15.0,rural,2006
48351,Newton,TX,48351,60.8,rural,2006
08069,Larimer,CO,08069,65.4,urban,2006
08067,La Plata,CO,08067,80.2,rural,2006
08065,Lake,CO,08065,72.6,rural,2006
45081,Saluda,SC,45081,51.1,rural,2006
08063,Kit Carson,CO,08063,0.0,rural,2006
08061,Kiowa,CO,08061,77.0,rural,2006
31119,Madison,NE,31119,95.6,rural,2006
31113,Logan,NE,31113,0.0,rural,2006
31111,Lincoln,NE,31111,80.7,rural,2006
31117,McPherson,NE,31117,0.0,rural,2006
31115,Loup,NE,31115,0.0,rural,2006
48211,Hemphill,TX,48211,0.0,rural,2006
08085,Montrose,CO,08085,85.9,rural,2006
08087,Morgan,CO,08087,70.8,rural,2006
18159,Tipton,IN,18159,87.7,rural,2006
08081,Moffat,CO,08081,95.9,rural,2006
26159,Van Buren,MI,26159,75.9,rural,2006
08083,Montezuma,CO,08083,77.6,rural,2006
18153,Sullivan,IN,18153,77.5,rural,2006
18151,Steuben,IN,18151,92.4,rural,2006
08089,Otero,CO,08089,105.9,rural,2006
18157,Tippecanoe,IN,18157,80.3,urban,2006
